title,url,price,avg_review,num_reviews,desc_text,desc_list,prod_category
"TSV Men's Suspenders and Bowtie Set, Adjustable Suspenders with Elastic Band and Strong Metal Clip, Suitable for Wedding, Formal Event, Perfect Gift for Father, Friends, Husband (Black/White/Rose Red)",https://www.walmart.com/ip/TSV-Men-s-Suspenders-Bowtie-Set-Adjustable-Elastic-Band-Strong-Metal-Clip-Suitable-Wedding-Formal-Event-Perfect-Gift-Father-Friends-Husband-Black-Whi/735471808?variantFieldId=actual_color,6.87,,0,,,Clothing
"Suspender for Men, TSV X-Back Suspenders, Men's Big and Tall X-Back Clip Suspenders with 2"" Wide Adjustable Brace, 4 Heavy Duty Metal Clips, Non-Slip Comfortable Suspenders for Work Pants, Black/Red",https://www.walmart.com/ip/Suspender-Men-TSV-X-Back-Suspenders-Men-s-Big-Tall-Clip-Suspenders-2-Wide-Adjustable-Brace-4-Heavy-Duty-Metal-Clips-Non-Slip-Comfortable-Work-Pants-B/184710867?variantFieldId=actual_color,9.97,,0,,,Clothing
"TSV Laptop Shoulder Bag Compatible with MacBook Pro, 13 13.3 15 15.4 15.6 inch Dell Lenovo HP Asus Acer Samsung Sony Chromebook, Laptop Sleeve Case Briefcase Cover Protective Bag , Black or Rose Pink",https://www.walmart.com/ip/TSV-Laptop-Shoulder-Bag-Compatible-MacBook-Pro-13-13-3-15-15-4-15-6-inch-Dell-Lenovo-HP-Asus-Acer-Samsung-Sony-Chromebook-Sleeve-Case-Briefcase-Cover/859965193,23.97,,0, WOWParts team offers 30 days return or replacement quality warranty & lifetime technical supports. Please contact us freely if you need anyfurhter assistance. ,"High Quality for All Series MacBook Pro Air Retina Shell. Great Festival or Birthday Gift For your Child or Family or Friend.,Removable and adjustable padding shoulder strap with anti-slip shoulder pad.,Convenient and practical design, the back-fixing strap is suitable for luggage rod.,Dual sturdy handles for long time comfortably carrying, top handles also can tuck away in the pockets when not needed.,Top-loading zipper on the bag glides smoothly and allows convenient access to your laptop computer. Zipped pocket walls provide extra protection for portable mouse, cell phone, pens and other essentials without making a bulging.,Bump and shock absorption and protection of your computer from accidental scratches.,Type: Laptop Carry Shoulder Bag,Material: Polyester,Color: Black / Pink ,Gender: Unisex,Applicable Type: For iPad, tablet, laptop,Size: 13inch/15inch Laptop,1 x Laptop Carry Shoulder Bag,1 x Shoulder Strap,Protect Your Laptop from Dust, Shocks, Bumps, Scrapes, Scratches & Spills,Innovation Design of Hanging on the Draw-bar Box,Two Side Pockets & One Zippered Front Pocket: Keep All Your Small Accessories Secure Yet Easily Accessible,Strong Double Zipper: Ensures the Laptop Sleeve Will Stay Closed, Smoothly & Protect the Contents Inside Perfectly,Outside Soft Handle & Adjustable Shoulder Strap for Easy Carrying. You can use it as Handle bag,Shoulder bag, Messenger bag,Made of High-quality Soft Plush & Durable Water Resistance Material,Offer One Year Warranty, Free Return & Exchange",Electronics
"13 - 15 Inch Laptop Sleeve Case Water-Resistant Computer Carrying Bag Notebook Handbag for 14"" Dell New Latitude 5490|7490/Lenovo Flex 4/14"" ThinkPad L480|T490s/14 EliteBook|ProBook/Asus - Black, Blue",https://www.walmart.com/ip/13-15-Inch-Laptop-Sleeve-Case-Water-Resistant-Computer-Carrying-Bag-Notebook-Handbag-14-Dell-New-Latitude-5490-7490-Lenovo-Flex-4-14-ThinkPad-L480-T4/625499680?variantFieldId=actual_color,17.97,5.0,1, WOWParts team offers 30 days return or replacement quality warranty & lifetime technical supports. Please contact us freely if you need anyfurhter assistance. ,"Material: Light-weight and Super soft material. Plush lining cushions your laptop.,Protections: Scratchproof interior protects your laptop's edge from zipper scratches. It can protect your laptop from scratching, Shock and dust, soft and flexible.,Design: Zipper design for the main compartment. Multi-pocket Design,Extra 4 Pockets Provide More Space to Keep Other Small Items, And Storage Your MacBook / Table / Computer Separate From Other Things, You Can Find Things Quickly.,Mini handle design makes it easier to keep in your suitcase or backpack. It can be used as a hand bag, also provide great convenience in carrying a laptop.,Type: Laptop Sleeve Handbag ,Material: Nylon + Velvet,Features: Waterproof,1 x Laptop Sleeve Handbag,2020 New Version & Offer One Year Warranty, Free Return & Exchange ,Protect Your Laptop from Dust, Shocks, Bumps, Scrapes and Scratches & Spills. ,Mini Handle Design Makes It Easier to Keep in Your Suitcase or Backpack ,Four Side Pockets with Zipper - Keep All Your Small Accessories Secure Yet Easily Accessible. ,Made of High-Quality Soft Plush and Durable Water Resistance Material",Electronics
"TSV 13 - 15  inch Laptop Case Laptop Shoulder Bag, Multi-functional Notebook Sleeve Carrying Case With Handle fit for Lenovo Acer Asus Dell Lenovo Hp Samsung Ultrabook Chromebook 15 (Black/Blue)",https://www.walmart.com/ip/TSV-13-15-inch-Laptop-Case-Shoulder-Bag-Multi-functional-Notebook-Sleeve-Carrying-With-Handle-fit-Lenovo-Acer-Asus-Dell-Hp-Samsung-Ultrabook-Chromebo/581368128?variantFieldId=actual_color,17.97,,0, WOWParts team offers 30 days return or replacement quality warranty & lifetime technical supports. Please contact us freely if you need anyfurhter assistance. ,"Material: Light-weight and Super soft material. Plush lining cushions your laptop.,Protections: Scratchproof interior protects your laptop's edge from zipper scratches. It can protect your laptop from scratching, Shock and dust, soft and flexible.,Design: Zipper design for the main compartment. Multi-pocket Design,Extra 4 Pockets Provide More Space to Keep Other Small Items, And Storage Your MacBook / Table / Computer Separate From Other Things, You Can Find Things Quickly.,Mini handle design makes it easier to keep in your suitcase or backpack. It can be used as a hand bag, also provide great convenience in carrying a laptop.,Type: Laptop Sleeve Handbag ,Material: Nylon + Velvet,Features: Waterproof,1 x Laptop Sleeve Handbag,2020 New Version & Offer One Year Warranty, Free Return & Exchange ,Protect Your Laptop from Dust, Shocks, Bumps, Scrapes and Scratches & Spills. ,Mini Handle Design Makes It Easier to Keep in Your Suitcase or Backpack ,Four Side Pockets with Zipper - Keep All Your Small Accessories Secure Yet Easily Accessible. ,Made of High-Quality Soft Plush and Durable Water Resistance Material",Electronics
"TSV 15"" Laptop Sleeve Case Notebook Bag Handbag fits for Lenovo Yoga, Chromebook, ThinkPad, Ideapad, HP EliteBook, Dell Latitude, and more",https://www.walmart.com/ip/TSV-15-Laptop-Sleeve-Case-Notebook-Bag-Handbag-fits-for-Lenovo-Yoga-Chromebook-ThinkPad-Ideapad-HP-EliteBook-Dell-Latitude-and-more/908908982?variantFieldId=actual_color,17.97,5.0,1, WOWParts team offers 30 days return or replacement quality warranty & lifetime technical supports. Please contact us freely if you need anyfurhter assistance. ,"Material: Light-weight and Super soft material. Plush lining cushions your laptop.,Protections: Scratchproof interior protects your laptop's edge from zipper scratches. It can protect your laptop from scratching, Shock and dust, soft and flexible.,Design: Zipper design for the main compartment. Multi-pocket Design,Extra 4 Pockets Provide More Space to Keep Other Small Items, And Storage Your MacBook / Table / Computer Separate From Other Things, You Can Find Things Quickly.,Mini handle design makes it easier to keep in your suitcase or backpack. It can be used as a hand bag, also provide great convenience in carrying a laptop.,Type: Laptop Sleeve Handbag ,Material: Nylon + Velvet,Features: Waterproof,1 x Laptop Sleeve Handbag,2020 New Version & Offer One Year Warranty, Free Return & Exchange ,Protect Your Laptop from Dust, Shocks, Bumps, Scrapes and Scratches & Spills. ,Mini Handle Design Makes It Easier to Keep in Your Suitcase or Backpack ,Four Side Pockets with Zipper - Keep All Your Small Accessories Secure Yet Easily Accessible. ,Made of High-Quality Soft Plush and Durable Water Resistance Material",Electronics
"TSV Luggage Straps, Adjustable 2pcs Travel Luggage Packing Belt Suitcase Strap, or Cross Luggage Strap with Tags Slot & Secure Buckle, Lightweight Baggage Backpack Travel Bag Belt, 5 Bright Colors",https://www.walmart.com/ip/TSV-Luggage-Straps-Adjustable-2pcs-Travel-Packing-Belt-Suitcase-Strap-Cross-Strap-Tags-Slot-Secure-Buckle-Lightweight-Baggage-Backpack-Bag-Belt-5-Bri/407139431?variantFieldId=actual_color,7.47,,0,,,Clothing
"Women's RFID Bifold Leather Small Wallet, Ladies Mini Purse with Coin Pocket, Vintage Zipper Buckle Matte Wallet, Card Holder Coin Purse, Travel Short Wallet, Soft Compact Thin Wallet, Gift for Mother",https://www.walmart.com/ip/Women-s-RFID-Bifold-Leather-Small-Wallet-Ladies-Mini-Purse-Coin-Pocket-Vintage-Zipper-Buckle-Matte-Card-Holder-Purse-Travel-Short-Soft-Compact-Thin-G/692545851?variantFieldId=actual_color,10.97,,0,,,Clothing
"TSV PU Leather Wallet, Slim Card Holder Purse, Tassel Zipper Clutch with Large Capacity, Multi-Slots Long Wallet, Bifold Pocket Card Organizer, Great Gift for Women Ladies (Black/Light Coffee Color)",https://www.walmart.com/ip/TSV-PU-Leather-Wallet-Slim-Card-Holder-Purse-Tassel-Zipper-Clutch-Large-Capacity-Multi-Slots-Long-Bifold-Pocket-Organizer-Great-Gift-Women-Ladies-Bla/251529209?variantFieldId=actual_color,8.97,,0,,,Clothing
"TSV Business Card Holder, Metal Credit Card Case, Pocket Business Name Card Wallet with 6 Card Slots, Aluminum Card Carrier for Men and Women, Suitable for Business and Daily Use (Black/Silver/Purple)",https://www.walmart.com/ip/TSV-Business-Card-Holder-Metal-Credit-Case-Pocket-Name-Wallet-6-Slots-Aluminum-Carrier-Men-Women-Suitable-Daily-Use-Black-Silver-Purple/337403457?variantFieldId=actual_color,6.57,,0,,,Clothing
"Women Wallet Clutch Organizer, TSV Portable PU Matte Leather Zipper Wallet Coin Purse, RFID Bifold Fashionable Women Wallet for Cash, ID Cards, Credit Cards - Great Gift for Girl Friends, Colleagues",https://www.walmart.com/ip/Women-Wallet-Clutch-Organizer-TSV-Portable-PU-Matte-Leather-Zipper-Coin-Purse-RFID-Bifold-Fashionable-Cash-ID-Cards-Credit-Cards-Great-Gift-Girl-Frie/403775416?variantFieldId=actual_color,10.87,,0,,,Clothing
"TSV Cell Phone Purse, PU Leather Crossbody Cell Phone Bag for Women, Small Crossbody Bag Cellphone Purse Wallet Clutch Wristlet Handbag with Credit Card Slots & Adjustable Shoulder Strap",https://www.walmart.com/ip/TSV-Cell-Phone-Purse-PU-Leather-Crossbody-Bag-Women-Small-Cellphone-Purse-Wallet-Clutch-Wristlet-Handbag-Credit-Card-Slots-Adjustable-Shoulder-Strap/649657587?variantFieldId=actual_color,12.97,4.0,1,,,Clothing
"PU Leather Wallet for Women Slim Clutch Long Designer Trifold Ladies Credit Card Holder Organizer, Large Capacity Long Travel Snap Wallet Clutch Purses",https://www.walmart.com/ip/PU-Leather-Wallet-Women-Slim-Clutch-Long-Designer-Trifold-Ladies-Credit-Card-Holder-Organizer-Large-Capacity-Travel-Snap-Purses/245170981,8.97,4.0,1,,,Clothing
"Women Wallet Clutch Organizer, TSV Portable Faux Leather Women Wallet [Comfortable & Large Capacity] Fashionable Women Wallet for Cash, ID Cards, Credit Cards - Great Gift for Girl Friends, Colleagues",https://www.walmart.com/ip/Women-Wallet-Clutch-Organizer-TSV-Portable-Faux-Leather-Comfortable-Large-Capacity-Fashionable-Cash-ID-Cards-Credit-Cards-Great-Gift-Girl-Friends-Col/942385267?variantFieldId=actual_color,13.97,4.4,10,,,Clothing
"Fashion Women Wallet, TSV Faux Leather Women Wallet with Multi-storey Fold [Large Capacity] for Cash, Bills, Credit Cards and Coin Organizer, Women Clutch Leather Wallet for Girl Friends Ladies",https://www.walmart.com/ip/Fashion-Women-Wallet-TSV-Faux-Leather-Wallet-Multi-storey-Fold-Large-Capacity-Cash-Bills-Credit-Cards-Coin-Organizer-Clutch-Girl-Friends-Ladies/471609337?variantFieldId=actual_color,13.97,,0,,,Clothing
"TSV Women Leather Wallet, RFID Blocking Small Bifold Zipper Pocket Wallet, Card Case Coin Purse with ID Window & Snap, Women's Short Compact Thin Wallet, Portable Handbag for Traveling Outdoors",https://www.walmart.com/ip/TSV-Women-Leather-Wallet-RFID-Blocking-Small-Bifold-Zipper-Pocket-Card-Case-Coin-Purse-ID-Window-Snap-Women-s-Short-Compact-Thin-Portable-Handbag-Tra/340312754?variantFieldId=actual_color,10.87,4.8,6,,,Clothing
Modern Creative Wheel Hub Rim Model Man's Keychain Car Key Chain Cool Gift Hot,https://www.walmart.com/ip/Modern-Creative-Wheel-Hub-Rim-Model-Man-s-Keychain-Car-Key-Chain-Cool-Gift-Hot/401983502?variantFieldId=actual_color,3.97,,0,,,Clothing
"TSV Lightweight Small Crossbody Bag Cell Phone Purse Wallet for Women, Waterproof Nylon Roomy Shoulder Bag, Cell Phone Purse Wallet with Adjustable Shoulder Strap and 4 Zipper Pockets for Smartphones",https://www.walmart.com/ip/TSV-Lightweight-Small-Crossbody-Bag-Cell-Phone-Purse-Wallet-Women-Waterproof-Nylon-Roomy-Shoulder-Bag-Adjustable-Strap-4-Zipper-Pockets-Smartphones/590498482?variantFieldId=actual_color,9.47,5.0,16,,,Clothing
"Running Belt Fanny Pocket Waist Bag, TSV Hip Bum Bag with Adjustable Strap for Runners Athletes Men and Women, Workout Fanny Pack Sports Running Phone Pouch Holder Bag for Biking Walking Hiking Gym",https://www.walmart.com/ip/Running-Belt-Fanny-Pocket-Waist-Bag-TSV-Hip-Bum-Bag-Adjustable-Strap-Runners-Athletes-Men-Women-Workout-Pack-Sports-Phone-Pouch-Holder-Biking-Walking/192262278?variantFieldId=actual_color,6.97,5.0,2,,,Clothing
"Slim Fanny Packs Running Belt, Fitness Workout Exercise Waist Pouch Bag with Adjustable Strap for Biking Walking Hiking Gym Sports, Phone Holder Canvas Bag Fit for iPhone 11 Pro Max Samsung Note 10",https://www.walmart.com/ip/Slim-Fanny-Packs-Running-Belt-Fitness-Workout-Exercise-Waist-Pouch-Bag-Adjustable-Strap-Biking-Walking-Hiking-Gym-Sports-Phone-Holder-Canvas-Fit-iPho/526085571?variantFieldId=actual_color,6.97,,0,,,Clothing
"TSV Messenger Crossbody Bag Handbag for Women - PU Leather Women Handbag - Womens Shoulder Bag Top Handle Fashion Pocketbook Ladies Leather Satchel Tote, Adjustable Shoulder Strap",https://www.walmart.com/ip/TSV-Messenger-Crossbody-Bag-Handbag-Women-PU-Leather-Womens-Shoulder-Top-Handle-Fashion-Pocketbook-Ladies-Satchel-Tote-Adjustable-Strap/842196528?variantFieldId=actual_color,9.67,2.8,4,,,Clothing
"Small Crossbody Cell Phone Purse for Women, Mini Messenger Shoulder Bag Wallet with Credit Card Slots, Adjustable Cell Phone Bag Fits for iPhone 11 Pro Max XR XS X 8P Galaxy Huawei, Up to 6.7"" Phone",https://www.walmart.com/ip/Small-Crossbody-Cell-Phone-Purse-Women-Mini-Messenger-Shoulder-Bag-Wallet-Credit-Card-Slots-Adjustable-Fits-iPhone-11-Pro-Max-XR-XS-X-8P-Galaxy-Huawe/719267784?variantFieldId=actual_color,12.97,,0, WOWParts team offers 30 days return or replacement quality warranty & lifetime technical supports. Please contact us freely if you need anyfurhter assistance. ,"High Quality: Crossbody phone purse design with superior soft Synthetic leather, durable and nice appearance. ,Dimensions: 4.33 inch(L) * 1.57inch(W) * 7.08 inch(H), Weight:0.21 kg, which is Lightweight and very convenient to carry. ,Design: More space and credit cards slots allow you to storage daily small item. Small cross body purse ideal option for outdoor use, multi-function design, which is practical and fashionable. ,Multi Styles: The wallet purse with an adjustable shoulder strap can be as Cell Phone Wallet,Clutch Purse,Cross Body Shoulder Bag,Wristlet Handbag. ,Ideal for Gift: The cute and multifunctional cellphone purses have More space and credit cards slots allow you to storage small daily item, will be the great birthday gift/Christmas Day gift for the one you love. ,Type: Phone Bag,Material: PU,Shoulder Belt Size: 27.56-51.18in (adjustable),Cell Phone Size: ≤ 6.7in,Dimensions: 4.33 inch (L) * 1.57 inch (W) * 7.08 inch (H),,Weight: 0.21 kg,1 * Phone Bag,Crossbody phone purse: Soft Synthetic leather, durable & nice appearance. ,Design: 2 zipper pockets & 1 phone pocket & 6 credit cards slots. ,Dimensions: 4.33 in(L)x1.57in(W)x7.08 in(H), fits up to 6.9in Cell Phones. ,Multi Styles: With adjustable shoulder strap, can be as Clutch, Cross Body Shoulder Bag, Wristlet Handbag. ,Ideal for Gift: Cute & multifunctional, great birthday/Christmas Day gift for women or the one you love.",Cell Phones
"TSV Travel Shoulder Backpack Bag for Nintendo Switch Console, Dock, Joy-Con Grip & Switch Accessories, w/ USB Charging Interface Protective Storage Sling Shoulder Chest Bag for Nintendo Switch, iPad",https://www.walmart.com/ip/TSV-Travel-Shoulder-Backpack-Bag-Nintendo-Switch-Console-Dock-Joy-Con-Grip-Accessories-w-USB-Charging-Interface-Protective-Storage-Sling-Chest-Switch/781782703?variantFieldId=actual_color,14.47,,0,,,Clothing
"TSV Crossbody Phone Bags for Women, Small PU Leather Cellphone Purse Wallet, Adjustable Shoulder Bag Handbag Clutch Phone Pockets Fits for iPhone 8 Plus Xs Max X Xr 7/6 Plus Samsung S10+",https://www.walmart.com/ip/TSV-Crossbody-Phone-Bags-Women-Small-PU-Leather-Cellphone-Purse-Wallet-Adjustable-Shoulder-Bag-Handbag-Clutch-Pockets-Fits-iPhone-8-Plus-Xs-Max-X-Xr-/149946195?variantFieldId=actual_color,12.97,,0,,,Clothing
"TSV Travel Shoulder Bag for Nintendo Switch Console, Dock, Joy-Con Grip & Accessories, Protective Storage Sling Backpack Chest Bag Fit for PlayStation 4/PS4 Slim/Xbox ONE/Xbox ONE X/XBOX 360 Systems",https://www.walmart.com/ip/TSV-Travel-Shoulder-Bag-Nintendo-Switch-Console-Dock-Joy-Con-Grip-Accessories-Protective-Storage-Sling-Backpack-Chest-Fit-PlayStation-4-PS4-Slim-Xbox/203594310?variantFieldId=actual_color,14.47,4.2,11,,,Clothing
"Waterproof Sling Bags, Chest Shoulder Backpacks Crossbody Purse Outdoor Chest Bag Travel Backpack, compatible with Nintendo Switch /Switch Lite Console, Dock, Joy-Con Grip & Switch Accessories",https://www.walmart.com/ip/Waterproof-Sling-Bags-Chest-Shoulder-Backpacks-Crossbody-Purse-Outdoor-Bag-Travel-Backpack-compatible-Nintendo-Switch-Switch-Lite-Console-Dock-Joy-Co/684930246?variantFieldId=actual_color,13.97,,0,,,Clothing
"Safe sound 120dB/140dB Personal Alarm Self-defense Keychain Emergency Attack Anti-rape, Emergency Self Defense for Kids & Elderly, Security Safe Sound Rape Whistle Safety Siren",https://www.walmart.com/ip/Safe-sound-120dB-140dB-Personal-Alarm-Self-defense-Keychain-Emergency-Attack-Anti-rape-Self-Defense-Kids-Elderly-Security-Sound-Rape-Whistle-Safety-S/421755039?variantFieldId=actual_color,5.47,1.0,3,Product Description: ,"The emergency alarm can make 140dB/120dB piercing siren song to draw attention. ,The safety alarm is designed with LED lights. ,Pull out the pin for activating and the sound will be gradually loud. ,Can be attached on keys, backpack, belt loops, case, women's bags, backpacks, school bags, belt loops, suitcases, keys.",Health
"TSV 3/2/1Pack Safesound Personal Alarm Keychain, 130dB Personal Safety Alarms for Women Self Defense, Personal Portable Security Alarms with LED Lights",https://www.walmart.com/ip/TSV-3-2-1Pack-Safesound-Personal-Alarm-Keychain-130dB-Safety-Alarms-Women-Self-Defense-Portable-Security-LED-Lights/535132040?variantFieldId=actual_color,9.47,4.1,15,TSV 130DB Portable LED Emergency Self Defense Siren Safety Personal Whistle Buzzer Alarm Keychain. WOWParts team offers 30 days return or replacement quality warranty & lifetime technical supports. Please contact us freely if you need any further assistance.,"Type: Alarm buzzer keychain,Material: ABS and metal keychain,Color: Black,Net Weight: 1.1oz(30g),Dimensions: 2.44x1.57x0.79 in(62x40x20mm),100% brand new and high quality.,The personal alarm keychain features high-quality environment-friendly ABS shell and a metal keychain. Resistance to fall and crush, beautiful and durable, won't break in your most adverse conditions.,Built-in 130DB high output alarm: When you need help, you can pull out the contact pin, it emits an alarm sound instantaneously, frighten the stranger, when you don't need it, put it back.,Comes with a LED light, convenient for you walking in the darkness.,Multi functions: make this alarm a unique bag decoration while serves as a self-defense protection and a mini flashlight, is the protector of the darkness.,Small and lightweight design, with keychain for hanging on your handbag, backpack, belt loops, key, wallet and suitcases.,Ideal for women, children, elderly, disabled, joggers, night shift workers or people who live alone, protect against intruders, attackers. It's also a security necessity for traveling, hiking, camping and others dangerous situations.,Powered by 3 x IR44 button battery (included). The battery compartment needs to be screwed open by using a small screwdriver for new battery replacement.,1/2/3 x Alarm keychain,1/2/3 x User manual,125 - 130dB Mini Portable Emergency Personal Alarm Key-chain, Easy to use,This personal alarm keychain is small and portable,Ideal for women, children, elderly, disabled, joggers, night shift workers.",Health
Replacement Handle Shoulder Strap Belt Handbag Crossbody Tote Bag Wallet Purse,https://www.walmart.com/ip/Replacement-Handle-Shoulder-Strap-Belt-Handbag-Crossbody-Tote-Bag-Wallet-Purse/264095057?variantFieldId=actual_color,15.47,,0,,,Clothing
"Cell Phone Pouch, TSV Casual Water Resistant Nylon Mini Cross-Body Cell Phone Shoulder Strap Wallet Pouch Bag Purse for iPhone XS XR XS Max 8 Plus Samsung S10 S9 S7 Edge LG G7 G6 V40 V30 and More",https://www.walmart.com/ip/Cell-Phone-Pouch-TSV-Casual-Water-Resistant-Nylon-Mini-Cross-Body-Shoulder-Strap-Wallet-Pouch-Bag-Purse-iPhone-XS-XR-Max-8-Plus-Samsung-S10-S9-S7-Edg/831374759?variantFieldId=actual_color,9.47,4.3,12,,,Clothing
"TSV Small Crossbody Cell Phone Pouch Purse for Women, Waterproof Mini Messenger Shoulder Bag Wallet with Credit Card Slots & Adjustable Straps Wristlet Wallet Bag Coin Purse for Most Cellphones",https://www.walmart.com/ip/TSV-Small-Crossbody-Cell-Phone-Pouch-Purse-Women-Waterproof-Mini-Messenger-Shoulder-Bag-Wallet-Credit-Card-Slots-Adjustable-Straps-Wristlet-Coin-Most/519952726?variantFieldId=actual_color,8.97,4.3,7,,,Clothing
"TSV Switch Travel Bag with USB Charging Port, for Nintendo Switch Console & Accessories, Protective Storage Sling Backpack Shoulder Bag for Nintendo Switch and iPad",https://www.walmart.com/ip/TSV-Switch-Travel-Bag-USB-Charging-Port-Nintendo-Console-Accessories-Protective-Storage-Sling-Backpack-Shoulder-iPad/926590963?variantFieldId=actual_color,13.47,3.6,15,30 Day Money Back Guaranteed! 12-month free replacement warranty formanufacturer's defects! ,"The Portable Crossbody Travel Bag for Nintendo Switch/Switch Lite 2019, controller and other accessories.,Adjustable Strap: The storage switch bag offers much comfort, greatly relieves your shoulder.,USB Charging Interface: The crossbody chest bag can easily connect with your power bank, headphone.,Other Features: The sport travel bag is durable, water-proof and wear-resistant.,Offer One Year Warranty, Free Return & Exchange.",Electronics
"Cell Phone Purse for Women, Small PU Leather Crossbody Cellphone Bag Wallet with Card Slots & Zipper Closure, Adjustable Ladies Handbag Clutch Phone Pockets, Great Gift for Girls (Black/Pink/Red)",https://www.walmart.com/ip/Cell-Phone-Purse-Women-Small-PU-Leather-Crossbody-Cellphone-Bag-Wallet-Card-Slots-Zipper-Closure-Adjustable-Ladies-Handbag-Clutch-Pockets-Great-Gift-/893867069?variantFieldId=actual_color,12.97,,0,,,Clothing
"Small Crossbody Cell Phone Purse for Women, Mini Messenger Shoulder Bag Wallet with Credit Card Slots, Adjustable Cell Phone Bag Fits for iPhone 11 Pro Max XR XS X 8P Galaxy Huawei, Up to 6.7"" Phone",https://www.walmart.com/ip/Small-Crossbody-Cell-Phone-Purse-Women-Mini-Messenger-Shoulder-Bag-Wallet-Credit-Card-Slots-Adjustable-Fits-iPhone-11-Pro-Max-XR-XS-X-8P-Galaxy-Huawe/870026275?variantFieldId=actual_color,13.97,,0,,,Clothing
"TSV Crossbody Phone Bags for Women, Small PU Leather Cellphone Purse Wallet, Adjustable Shoulder Bag Handbag Clutch Phone Pockets Fits for iPhone 8 Plus Xs Max X Xr 7/6 Plus Samsung S10+",https://www.walmart.com/ip/TSV-Crossbody-Phone-Bags-Women-Small-PU-Leather-Cellphone-Purse-Wallet-Adjustable-Shoulder-Bag-Handbag-Clutch-Pockets-Fits-iPhone-8-Plus-Xs-Max-X-Xr-/337823353?variantFieldId=actual_color,13.97,,0,,,Clothing
"Cell Phone Purse for Women, Small PU Leather Crossbody Cellphone Bag Wallet with Card Slots & Zipper Closure, Adjustable Ladies Handbag Clutch Phone Pockets, Great Gift for Girls (Black/Pink/Red)",https://www.walmart.com/ip/Cell-Phone-Purse-Women-Small-PU-Leather-Crossbody-Cellphone-Bag-Wallet-Card-Slots-Zipper-Closure-Adjustable-Ladies-Handbag-Clutch-Pockets-Great-Gift-/978925182?variantFieldId=actual_color,13.97,,0,,,Clothing
"TSV Cell Phone Purse, PU Leather Crossbody Cell Phone Bag for Women, Small Crossbody Bag Cellphone Purse Wallet Clutch Wristlet Handbag with Credit Card Slots & Adjustable Shoulder Strap",https://www.walmart.com/ip/TSV-Cell-Phone-Purse-PU-Leather-Crossbody-Bag-Women-Small-Cellphone-Purse-Wallet-Clutch-Wristlet-Handbag-Credit-Card-Slots-Adjustable-Shoulder-Strap/571191364?variantFieldId=actual_color,13.97,4.0,1,,,Clothing
"TSV Women's Leather Bifold Wallet, Small Short Pocket Buckle Purse, Bifold Card Coin Holder with ID Window, Stylish Compact Zipper Clutch Wallets, Perfect Gifts for Women Ladies (Wine Red/Cyan/Black)",https://www.walmart.com/ip/TSV-Women-s-Leather-Bifold-Wallet-Small-Short-Pocket-Buckle-Purse-Card-Coin-Holder-ID-Window-Stylish-Compact-Zipper-Clutch-Wallets-Perfect-Gifts-Wome/520723752?variantFieldId=actual_color,7.97,,0,,,Clothing
"Safe sound 120dB/140dB Personal Alarm Self-defense Keychain Emergency Attack Anti-rape, Emergency Self Defense for Kids & Elderly, Security Safe Sound Rape Whistle Safety Siren",https://www.walmart.com/ip/Safe-sound-120dB-140dB-Personal-Alarm-Self-defense-Keychain-Emergency-Attack-Anti-rape-Self-Defense-Kids-Elderly-Security-Sound-Rape-Whistle-Safety-S/724613699?variantFieldId=actual_color,5.27,1.0,3,Product Description: ,"The emergency alarm can make 140dB/120dB piercing siren song to draw attention. ,The safety alarm is designed with LED lights. ,Pull out the pin for activating and the sound will be gradually loud. ,Can be attached on keys, backpack, belt loops, case, women's bags, backpacks, school bags, belt loops, suitcases, keys.",Health
"TSV 3/2/1Pack Safesound Personal Alarm Keychain, 130dB Personal Safety Alarms for Women Self Defense, Personal Portable Security Alarms with LED Lights",https://www.walmart.com/ip/TSV-3-2-1Pack-Safesound-Personal-Alarm-Keychain-130dB-Safety-Alarms-Women-Self-Defense-Portable-Security-LED-Lights/448869200?variantFieldId=actual_color,5.27,4.1,15,TSV 130DB Portable LED Emergency Self Defense Siren Safety Personal Whistle Buzzer Alarm Keychain. WOWParts team offers 30 days return or replacement quality warranty & lifetime technical supports. Please contact us freely if you need any further assistance.,"Type: Alarm buzzer keychain,Material: ABS and metal keychain,Color: Black,Net Weight: 1.1oz(30g),Dimensions: 2.44x1.57x0.79 in(62x40x20mm),100% brand new and high quality.,The personal alarm keychain features high-quality environment-friendly ABS shell and a metal keychain. Resistance to fall and crush, beautiful and durable, won't break in your most adverse conditions.,Built-in 130DB high output alarm: When you need help, you can pull out the contact pin, it emits an alarm sound instantaneously, frighten the stranger, when you don't need it, put it back.,Comes with a LED light, convenient for you walking in the darkness.,Multi functions: make this alarm a unique bag decoration while serves as a self-defense protection and a mini flashlight, is the protector of the darkness.,Small and lightweight design, with keychain for hanging on your handbag, backpack, belt loops, key, wallet and suitcases.,Ideal for women, children, elderly, disabled, joggers, night shift workers or people who live alone, protect against intruders, attackers. It's also a security necessity for traveling, hiking, camping and others dangerous situations.,Powered by 3 x IR44 button battery (included). The battery compartment needs to be screwed open by using a small screwdriver for new battery replacement.,1/2/3 x Alarm keychain,1/2/3 x User manual,125 - 130dB Mini Portable Emergency Personal Alarm Key-chain, Easy to use ,This personal alarm keychain is small and portable ,Ideal for women, children, elderly, disabled, joggers, night shift workers.",Health
